tig4300000019	14158	14450	1	0,0,0
tig4300000019	83136	91290	1	0,0,0
tig4300000019	600411	600809	1	0,0,0
tig4300000019	3513258	3514216	1	0,0,0
tig4300000019	3514512	3520205	1	0,0,0
tig4300000019	3521676	3522017	1	0,0,0
tig4300000019	3522758	3523171	1	0,0,0
tig4300000019	3523576	3524495	1	0,0,0
tig4300000019	3525208	3525732	1	0,0,0
tig4300000019	3526859	3529444	1	0,0,0
tig4300000019	3529769	3530449	1	0,0,0
tig4300000019	3532054	3532854	1	0,0,0
tig4300000019	3532922	3534353	1	0,0,0
tig4300000019	605088	605432	1	0,0,0
tig4300000019	3536485	3537192	1	0,0,0
tig4300000019	3540886	3542897	1	0,0,0
tig4300000019	3543269	3543715	1	0,0,0
tig4300000019	3543829	3545299	1	0,0,0
tig4300000019	3545652	3549028	1	0,0,0
tig4300000019	3549713	3550090	1	0,0,0
tig4300000019	3551481	3552440	1	0,0,0
tig4300000019	3553074	3554258	1	0,0,0
tig4300000019	3554609	3555955	1	0,0,0
tig4300000019	3556025	3557005	1	0,0,0
tig4300000019	606631	607422	1	0,0,0
tig4300000019	3557476	3559160	1	0,0,0
tig4300000019	3561588	3561938	1	0,0,0
tig4300000019	3563986	3564231	1	0,0,0
tig4300000019	3565313	3569993	1	0,0,0
tig4300000019	3571246	3572592	1	0,0,0
tig4300000019	3572984	3574363	1	0,0,0
tig4300000019	3574601	3576019	1	0,0,0
tig4300000019	3576569	3577915	1	0,0,0
tig4300000019	3578512	3579252	1	0,0,0
tig4300000019	3579821	3580840	1	0,0,0
tig4300000019	610933	616551	1	0,0,0
tig4300000019	3581374	3583102	1	0,0,0
tig4300000019	3583763	3585981	1	0,0,0
tig4300000019	3586444	3587610	1	0,0,0
tig4300000019	3587734	3590570	1	0,0,0
tig4300000019	3591506	3592068	1	0,0,0
tig4300000019	3592653	3594378	1	0,0,0
tig4300000019	3594746	3596316	1	0,0,0
tig4300000019	3596540	3603661	1	0,0,0
tig4300000019	3603815	3605521	1	0,0,0
tig4300000019	3607947	3608318	1	0,0,0
tig4300000019	617231	622305	1	0,0,0
tig4300000019	3610283	3611273	1	0,0,0
tig4300000019	3611544	3612714	1	0,0,0
tig4300000019	3613010	3614971	1	0,0,0
tig4300000019	3615258	3616183	1	0,0,0
tig4300000019	3617453	3622324	1	0,0,0
tig4300000019	3624347	3628760	1	0,0,0
tig4300000019	3629360	3632103	1	0,0,0
tig4300000019	3632466	3633351	1	0,0,0
tig4300000019	3634718	3636867	1	0,0,0
tig4300000019	3636948	3637559	1	0,0,0
tig4300000019	622602	623168	1	0,0,0
tig4300000019	3637632	3648407	1	0,0,0
tig4300000019	3650677	3654009	1	0,0,0
tig4300000019	3654091	3655010	1	0,0,0
tig4300000019	3656040	3663422	1	0,0,0
tig4300000019	3664072	3669491	1	0,0,0
tig4300000019	3671021	3672942	1	0,0,0
tig4300000019	3673623	3675498	1	0,0,0
tig4300000019	3675901	3676245	1	0,0,0
tig4300000019	3676862	3679595	1	0,0,0
tig4300000019	3680428	3680901	1	0,0,0
tig4300000019	623784	624473	1	0,0,0
tig4300000019	3683469	3683864	1	0,0,0
tig4300000019	3684017	3684628	1	0,0,0
tig4300000019	3687285	3688569	1	0,0,0
tig4300000019	3688723	3690043	1	0,0,0
tig4300000019	3691603	3696623	1	0,0,0
tig4300000019	3697862	3699820	1	0,0,0
tig4300000019	3700341	3701254	1	0,0,0
tig4300000019	3701601	3704542	1	0,0,0
tig4300000019	3704971	3706317	1	0,0,0
tig4300000019	3707295	3709505	1	0,0,0
tig4300000019	625286	626845	1	0,0,0
tig4300000019	3711437	3715305	1	0,0,0
tig4300000019	3715498	3720293	1	0,0,0
tig4300000019	3720567	3725648	1	0,0,0
tig4300000019	3726162	3728548	1	0,0,0
tig4300000019	3729584	3730165	1	0,0,0
tig4300000019	3730418	3731131	1	0,0,0
tig4300000019	3731481	3733752	1	0,0,0
tig4300000019	3734176	3734652	1	0,0,0
tig4300000019	3735072	3735974	1	0,0,0
tig4300000019	3737640	3749276	1	0,0,0
tig4300000019	628169	628867	1	0,0,0
tig4300000019	3749396	3749707	1	0,0,0
tig4300000019	3750136	3751169	1	0,0,0
tig4300000019	3751902	3753550	1	0,0,0
tig4300000019	3754368	3755434	1	0,0,0
tig4300000019	3758475	3765418	1	0,0,0
tig4300000019	3765571	3772403	1	0,0,0
tig4300000019	3773210	3774071	1	0,0,0
tig4300000019	3775378	3781588	1	0,0,0
tig4300000019	3782055	3783530	1	0,0,0
tig4300000019	3784440	3786158	1	0,0,0
tig4300000019	629365	630669	1	0,0,0
tig4300000019	3786845	3788155	1	0,0,0
tig4300000019	3788402	3789475	1	0,0,0
tig4300000019	3790668	3792952	1	0,0,0
tig4300000019	3793342	3796406	1	0,0,0
tig4300000019	3799334	3808763	1	0,0,0
tig4300000019	3810851	3812934	1	0,0,0
tig4300000019	3813648	3813941	1	0,0,0
tig4300000019	3814023	3815084	1	0,0,0
tig4300000019	3816705	3817641	1	0,0,0
tig4300000019	3818791	3819939	1	0,0,0
tig4300000019	96337	97974	1	0,0,0
tig4300000019	631405	632115	1	0,0,0
