tig082700000016	1754079	1756226	tig4300000329	1296590	1297832	255,127,20,0.7
tig082700000016	1757195	1759291	tig4300000329	1302158	1304306	255,127,20,0.7
tig082700000016	1764218	1765930	tig4300000329	1306952	1308865	255,127,20,0.7
tig082700000016	1768704	1770758	tig4300000329	1316967	1323129	255,127,20,0.7
tig082700000016	1834760	1836705	tig4300000329	1327053	1330159	255,127,20,0.7
tig082700000016	1892774	1897966	tig4300000329	1330519	1335615	255,127,20,0.7
tig082700000016	1903538	1906202	tig4300000329	1335848	1338540	255,127,20,0.7
tig082700000016	1907367	1909452	tig4300000329	1340822	1342948	255,127,20,0.7
tig082700000016	1930100	1932848	tig4300000329	1344048	1347283	255,127,20,0.7
tig082700000016	1933723	1935672	tig4300000329	1349732	1351672	255,127,20,0.7
tig082700000016	1936110	1937420	tig4300000329	1352007	1353621	255,127,20,0.7
tig082700000016	2019127	2022418	tig4300000329	1354947	1358188	255,127,20,0.7
tig082700000016	2209340	2211646	tig4300000329	1362545	1364774	255,127,20,0.7
tig082700000016	2215632	2216930	tig4300000329	1368589	1369644	255,127,20,0.7
tig082700000016	2220286	2222709	tig4300000329	1372454	1375033	255,127,20,0.7
tig082700000016	2222809	2223815	tig4300000329	1375943	1376960	255,127,20,0.7
tig082700000016	2230278	2230670	tig4300000329	1381207	1393871	255,127,20,0.7
tig082700000016	2280580	2284794	tig4300000329	1400326	1404524	255,127,20,0.7
tig082700000016	2285224	2288651	tig4300000329	1404694	1407151	255,127,20,0.7
tig082700000016	2313459	2314802	tig4300000329	1412921	1414111	255,127,20,0.7
tig082700000016	2317308	2319645	tig4300000329	1421648	1423759	255,127,20,0.7
tig082700000016	82525	83976	tig4300000329	1741087	1742711	255,127,20,0.7
tig082700000016	84302	85048	tig4300000329	1749179	1749928	255,127,20,0.7
tig082700000016	95853	97073	tig4300000329	1750495	1751634	255,127,20,0.7
tig082700000016	97529	99508	tig4300000329	1758316	1760325	255,127,20,0.7
tig082700000016	100113	100898	tig4300000329	1761068	1761662	255,127,20,0.7
tig082700000016	101640	103838	tig4300000329	1763016	1765157	255,127,20,0.7
tig082700000016	114674	116705	tig4300000329	1765848	1767519	255,127,20,0.7
tig082700000016	117005	117646	tig4300000329	1790369	1790901	255,127,20,0.7
tig082700000016	120005	122653	tig4300000329	1800114	1804042	255,127,20,0.7
tig082700000016	136768	137418	tig4300000329	1804416	1809278	255,127,20,0.7
tig082700000016	199694	202005	tig4300000329	1822512	1824432	255,127,20,0.7
tig082700000016	202175	203577	tig4300000329	1824587	1825971	255,127,20,0.7
tig082700000016	210760	211368	tig4300000329	1830659	1831258	255,127,20,0.7
tig082700000016	212237	215694	tig4300000329	1833318	1835277	255,127,20,0.7
tig082700000016	215951	217959	tig4300000329	1835490	1837246	255,127,20,0.7
tig082700000016	2220286	2222709	tig4300000329	1372454	1375033	255,127,20,0.7
tig082700000016	2321503	2322315	tig4300000329	1299018	1301142	255,127,20,0.7
tig082700000016	2329108	2332410	tig4300000329	1284943	1291199	255,127,20,0.7
tig082700000016	2351493	2358167	tig4300000329	1272448	1281700	255,127,20,0.7
tig082700000016	2360092	2361860	tig4300000329	1268499	1269657	255,127,20,0.7
tig082700000016	2363252	2365301	tig4300000329	1265384	1267570	255,127,20,0.7
tig082700000016	2368036	2369327	tig4300000329	1243179	1244507	255,127,20,0.7
tig082700000016	2381754	2382092	tig4300000329	1239092	1242918	255,127,20,0.7
tig082700000016	2400844	2401415	tig4300000329	1223600	1225114	255,127,20,0.7
tig082700000016	2406633	2408066	tig4300000329	1217634	1219099	255,127,20,0.7
tig082700000016	2415717	2416524	tig4300000329	1212134	1216797	255,127,20,0.7
tig082700000016	2416879	2418837	tig4300000329	1209716	1211487	255,127,20,0.7
tig082700000016	2448982	2450683	tig4300000329	1193090	1194858	255,127,20,0.7
tig082700000016	2451077	2453903	tig4300000329	1184520	1187234	255,127,20,0.7
tig082700000016	2457015	2461869	tig4300000329	1179441	1184159	255,127,20,0.7
tig082700000016	2463625	2464552	tig4300000329	1175930	1177907	255,127,20,0.7
tig082700000016	2464638	2466352	tig4300000329	1174282	1175821	255,127,20,0.7
tig082700000016	2466849	2468259	tig4300000329	1172795	1173970	255,127,20,0.7
tig082700000016	2499552	2500976	tig4300000329	1156214	1158434	255,127,20,0.7
tig082700000016	2502063	2505928	tig4300000329	1151374	1155861	255,127,20,0.7
tig082700000016	2506414	2511077	tig4300000329	1146098	1150131	255,127,20,0.7
tig082700000016	2511713	2513051	tig4300000329	1143713	1145310	255,127,20,0.7
tig082700000016	2516096	2516698	tig4300000329	1140944	1141570	255,127,20,0.7
tig082700000016	2519359	2519910	tig4300000329	1138833	1139411	255,127,20,0.7
tig082700000016	2523229	2524354	tig4300000329	1134664	1136014	255,127,20,0.7
tig082700000016	2524501	2528280	tig4300000329	1130788	1133929	255,127,20,0.7
tig082700000016	2530076	2530609	tig4300000329	1127984	1129369	255,127,20,0.7
tig082700000016	2532936	2537780	tig4300000329	1121821	1127280	255,127,20,0.7
tig082700000016	2539974	2543196	tig4300000329	1112965	1116236	255,127,20,0.7
tig082700000016	2548081	2553318	tig4300000329	1102911	1112606	255,127,20,0.7
tig082700000016	2567585	2571571	tig4300000329	1092601	1096306	255,127,20,0.7
tig082700000016	2626174	2626812	tig4300000329	1079446	1080084	255,127,20,0.7
tig082700000016	2627100	2630249	tig4300000329	1075862	1078689	255,127,20,0.7
tig082700000016	2631443	2632599	tig4300000329	1074172	1074795	255,127,20,0.7
tig082700000016	2633078	2634105	tig4300000329	1070028	1070972	255,127,20,0.7
tig082700000016	2650510	2655348	tig4300000329	1063693	1069953	255,127,20,0.7
tig082700000016	2672367	2672698	tig4300000329	1061968	1062881	255,127,20,0.7
tig082700000016	2675826	2682014	tig4300000329	1054431	1061179	255,127,20,0.7
tig082700000016	2682504	2682872	tig4300000329	1053205	1054145	255,127,20,0.7
tig082700000016	2693176	2696913	tig4300000329	1035227	1051883	255,127,20,0.7
tig082700000016	2755333	2760549	tig4300000329	1020784	1022892	255,127,20,0.7
tig082700000016	2762559	2765171	tig4300000329	1015896	1019481	255,127,20,0.7
tig082700000016	2765642	2767071	tig4300000329	1014087	1015608	255,127,20,0.7
tig082700000016	2771500	2773075	tig4300000329	1012075	1013892	255,127,20,0.7
tig082700000016	2800024	2801577	tig4300000329	1010325	1011629	255,127,20,0.7
tig082700000016	2826584	2828098	tig4300000329	1006870	1009341	255,127,20,0.7
tig082700000016	2828371	2828936	tig4300000329	1006089	1006471	255,127,20,0.7
tig082700000016	2833391	2835982	tig4300000329	997830	999018	255,127,20,0.7
tig082700000016	2847363	2849594	tig4300000329	992537	995872	255,127,20,0.7
tig082700000016	2852696	2853505	tig4300000329	982346	983176	255,127,20,0.7
tig082700000016	2855339	2857209	tig4300000329	981135	981980	255,127,20,0.7
tig082700000016	2857652	2858110	tig4300000329	978810	979736	255,127,20,0.7
tig082700000016	2860737	2862306	tig4300000329	976681	978232	255,127,20,0.7
tig082700000016	2863363	2863892	tig4300000329	975128	975660	255,127,20,0.7
tig082700000016	2864091	2864988	tig4300000329	972940	975030	255,127,20,0.7
tig082700000016	3040193	3047597	tig4300000329	929300	937703	255,127,20,0.7
tig082700000016	3056714	3062462	tig4300000329	920438	924249	255,127,20,0.7
tig082700000016	3062838	3064308	tig4300000329	918591	920074	255,127,20,0.7
tig082700000016	3064582	3066589	tig4300000329	877359	878755	255,127,20,0.7
tig082700000016	3080979	3082006	tig4300000329	872898	875675	255,127,20,0.7
tig082700000016	3082862	3086869	tig4300000329	867875	872245	255,127,20,0.7
tig082700000016	3087572	3092262	tig4300000329	859129	863744	255,127,20,0.7
tig082700000016	3093711	3098594	tig4300000329	852363	857694	255,127,20,0.7
tig082700000016	3098840	3100361	tig4300000329	850615	851878	255,127,20,0.7
tig082700000016	3100624	3102057	tig4300000329	848475	849899	255,127,20,0.7
tig082700000016	3104602	3109070	tig4300000329	842889	847311	255,127,20,0.7
tig082700000016	3111337	3113002	tig4300000329	838138	839934	255,127,20,0.7
tig082700000016	3113463	3114027	tig4300000329	837191	837789	255,127,20,0.7
tig082700000016	3114393	3115403	tig4300000329	834123	834735	255,127,20,0.7
tig082700000016	3125279	3127392	tig4300000329	822091	830037	255,127,20,0.7
tig082700000016	3133266	3135021	tig4300000329	820261	821862	255,127,20,0.7
tig082700000016	3135450	3135902	tig4300000329	819522	819920	255,127,20,0.7
tig082700000016	3136145	3137997	tig4300000329	816295	819179	255,127,20,0.7
tig082700000016	3138100	3140037	tig4300000329	815367	816035	255,127,20,0.7
tig082700000016	3147425	3149804	tig4300000329	809495	811601	255,127,20,0.7
tig082700000016	3160413	3161614	tig4300000329	804712	807071	255,127,20,0.7
tig082700000016	3170980	3172118	tig4300000329	799115	800381	255,127,20,0.7
tig082700000016	3179269	3179856	tig4300000329	791219	792145	255,127,20,0.7
tig082700000016	3201218	3205660	tig4300000329	783602	787277	255,127,20,0.7
tig082700000016	3215537	3216085	tig4300000329	780466	781161	255,127,20,0.7
tig082700000016	3216746	3223250	tig4300000329	773434	776384	255,127,20,0.7
tig082700000016	3224208	3225525	tig4300000329	771151	772922	255,127,20,0.7
tig082700000016	3227615	3228178	tig4300000329	767633	768390	255,127,20,0.7
tig082700000016	3228594	3232507	tig4300000329	763582	764136	255,127,20,0.7
tig082700000016	3232921	3233782	tig4300000329	761853	763130	255,127,20,0.7
tig082700000016	3234982	3236191	tig4300000329	759641	760609	255,127,20,0.7
tig082700000016	3239544	3240735	tig4300000329	756667	757998	255,127,20,0.7
tig082700000016	3247437	3249656	tig4300000329	744236	746388	255,127,20,0.7
tig082700000016	3263369	3264082	tig4300000329	741979	742689	255,127,20,0.7
tig082700000016	3264901	3271770	tig4300000329	733749	735675	255,127,20,0.7
tig082700000016	3289821	3291119	tig4300000329	730087	731010	255,127,20,0.7
tig082700000016	3291770	3295939	tig4300000329	725524	729554	255,127,20,0.7
tig082700000016	3300040	3301552	tig4300000329	718129	719074	255,127,20,0.7
tig082700000016	3302103	3302621	tig4300000329	714391	715070	255,127,20,0.7
tig082700000016	3304052	3305927	tig4300000329	711794	713099	255,127,20,0.7
tig082700000016	3312584	3313975	tig4300000329	705264	708420	255,127,20,0.7
tig082700000016	3314156	3314518	tig4300000329	700705	701217	255,127,20,0.7
tig082700000016	3316047	3316435	tig4300000329	697712	699513	255,127,20,0.7
tig082700000016	3318188	3321513	tig4300000329	694156	697132	255,127,20,0.7
tig082700000016	3322445	3324390	tig4300000329	689608	691016	255,127,20,0.7
tig082700000016	3324777	3330130	tig4300000329	686235	689316	255,127,20,0.7
tig082700000016	3330543	3333753	tig4300000329	679910	682387	255,127,20,0.7
tig082700000016	3334514	3338030	tig4300000329	667835	675333	255,127,20,0.7
tig082700000016	3346729	3348186	tig4300000329	662449	667646	255,127,20,0.7
tig082700000016	3350156	3351435	tig4300000329	660370	661570	255,127,20,0.7
tig082700000016	3352042	3352861	tig4300000329	658955	659731	255,127,20,0.7
tig082700000016	3353183	3355251	tig4300000329	656640	658643	255,127,20,0.7
tig082700000016	3367453	3370695	tig4300000329	634399	637857	255,127,20,0.7
tig082700000016	3391990	3396147	tig4300000329	624509	628708	255,127,20,0.7
tig082700000016	3396931	3397917	tig4300000329	620094	620944	255,127,20,0.7
tig082700000016	3398321	3399292	tig4300000329	618388	619780	255,127,20,0.7
tig082700000016	3400967	3401632	tig4300000329	617235	618137	255,127,20,0.7
tig082700000016	3408523	3410566	tig4300000329	616019	616604	255,127,20,0.7
tig082700000016	3411518	3413567	tig4300000329	606575	609160	255,127,20,0.7
tig082700000016	3414429	3420992	tig4300000329	597597	605736	255,127,20,0.7
tig082700000016	3422881	3423816	tig4300000329	589882	593065	255,127,20,0.7
tig082700000016	3427469	3431317	tig4300000329	584930	586826	255,127,20,0.7
tig082700000016	3438792	3441628	tig4300000329	579005	583848	255,127,20,0.7
tig082700000016	3443530	3443949	tig4300000329	576957	577373	255,127,20,0.7
